gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000021963	2145	2319	2904	2390	2288	2544	2653	2644	Sap18	14	58035637	58044095	+	5439	protein_coding	Sin3-associated polypeptide 18 [Source:MGI Symbol;Acc:MGI:1277978]	-
ENSMUSG00000015671	2005	2323	2367	1901	2851	2946	2660	2834	Psma2	13	14787825	14848821	+	3673	protein_coding	proteasome subunit alpha 2 [Source:MGI Symbol;Acc:MGI:104885]	-
ENSMUSG00000021814	2729	2932	3039	2448	2163	2211	2097	2263	Anxa7	14	20505328	20530201	-	5991	protein_coding	annexin A7 [Source:MGI Symbol;Acc:MGI:88031]	-
ENSMUSG00000044864	3345	3799	3524	3151	1555	1467	1543	1475	Ankrd50	3	38503408	38538993	-	8490	protein_coding	ankyrin repeat domain 50 [Source:MGI Symbol;Acc:MGI:2139777]	-
ENSMUSG00000031983	2149	2498	1889	1749	3010	3081	2736	2733	2310022B05Rik	8	125362495	125390108	-	3307	protein_coding	RIKEN cDNA 2310022B05 gene [Source:MGI Symbol;Acc:MGI:1916801]	-
ENSMUSG00000026031	3899	4298	4588	3795	771	740	801	947	Cflar	1	58750667	58798043	+	12669	protein_coding	CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166]	-
ENSMUSG00000027715	1859	2132	1453	1097	2839	2875	3387	4196	Ccna2	3	36619014	36626299	-	4083	protein_coding	cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]	-
ENSMUSG00000052707	2329	2612	2556	1986	2431	2490	2564	2864	Tnrc6a	7	122723108	122794519	+	12706	protein_coding	trinucleotide repeat containing 6a [Source:MGI Symbol;Acc:MGI:2385292]	-
ENSMUSG00000073676	1629	1912	1633	1380	3225	3638	3059	3324	Hspe1	1	55127291	55130466	+	1474	protein_coding	heat shock protein 1 (chaperonin 10) [Source:MGI Symbol;Acc:MGI:104680]	-
ENSMUSG00000032525	2243	2279	2267	1894	2640	2639	2732	3094	Nktr	9	121548235	121585909	+	21283	protein_coding	natural killer tumor recognition sequence [Source:MGI Symbol;Acc:MGI:97346]	-
ENSMUSG00000019173	2548	2740	3095	2428	1966	2075	2396	2533	Rab5c	11	100605835	100629041	-	2194	protein_coding	RAB5C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105306]	-
ENSMUSG00000043067	2453	2736	2488	1964	2462	2318	2562	2754	Dpy19l1	9	24323072	24414436	-	6350	protein_coding	dpy-19-like 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1915685]	-
ENSMUSG00000045427	2151	2375	2570	2077	2637	2522	2672	2732	Hnrnph2	X	133501928	133507809	+	4369	protein_coding	heterogeneous nuclear ribonucleoprotein H2 [Source:MGI Symbol;Acc:MGI:1201779]	-
ENSMUSG00000009035	2622	3051	2879	2648	1762	1860	2451	2458	Tmem184b	15	79244884	79287769	-	4702	protein_coding	transmembrane protein 184b [Source:MGI Symbol;Acc:MGI:2445179]	-
ENSMUSG00000026496	1511	1702	1447	1219	3375	3215	3531	3708	Parp1	1	180396489	180428819	+	5293	protein_coding	poly (ADP-ribose) polymerase family, member 1 [Source:MGI Symbol;Acc:MGI:1340806]	-
ENSMUSG00000078652	2152	2420	1969	1813	2899	2858	2692	2882	Psme3	11	101207039	101214363	+	2949	protein_coding	proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki) [Source:MGI Symbol;Acc:MGI:1096366]	-
ENSMUSG00000036529	2015	2436	2140	1911	2457	2726	2942	3045	Sbf1	15	89172439	89199514	-	6826	protein_coding	SET binding factor 1 [Source:MGI Symbol;Acc:MGI:1925230]	-
ENSMUSG00000002524	1982	2351	2049	1674	2911	3167	2582	2956	Puf60	15	75942031	75952773	-	4748	protein_coding	poly-U binding splicing factor 60 [Source:MGI Symbol;Acc:MGI:1915209]	-
ENSMUSG00000024002	2127	2265	2020	1640	2640	2763	3016	3178	Brd4	17	32415248	32503696	-	9243	protein_coding	bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520]	-
ENSMUSG00000026558	2204	2447	1983	1684	3005	3074	2539	2712	Uck2	1	167050452	167112889	-	5464	protein_coding	uridine-cytidine kinase 2 [Source:MGI Symbol;Acc:MGI:1931744]	-
ENSMUSG00000036356	1088	1405	1419	1121	3672	3705	3528	3698	Csgalnact1	8	68809433	69187798	-	5093	protein_coding	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:2442354]	-
ENSMUSG00000041697	2343	2565	2625	2205	2204	2428	2525	2691	Cox6a1	5	115483701	115487040	-	702	protein_coding	cytochrome c oxidase subunit 6A1 [Source:MGI Symbol;Acc:MGI:103099]	-
ENSMUSG00000018770	2161	2561	2607	2191	2388	2465	2656	2541	Atp5g3	2	73738791	73741670	-	2181	protein_coding	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9) [Source:MGI Symbol;Acc:MGI:2442035]	-
ENSMUSG00000027680	2441	2657	2559	2198	2351	2354	2419	2589	Fxr1	3	34074092	34124471	+	6553	protein_coding	fragile X mental retardation gene 1, autosomal homolog [Source:MGI Symbol;Acc:MGI:104860]	-
ENSMUSG00000054452	2682	3116	2827	2468	1933	2110	2051	2378	Tle5	10	81395322	81402196	+	3334	protein_coding	TLE family member 5, transcriptional modulator [Source:MGI Symbol;Acc:MGI:95806]	-
ENSMUSG00000019188	3518	4050	3507	2992	1310	1458	1359	1368	H13	2	152511381	152550590	+	8884	protein_coding	histocompatibility 13 [Source:MGI Symbol;Acc:MGI:95886]	-
ENSMUSG00000025764	2271	2564	2702	2352	2796	2902	1928	2042	Jade1	3	41510166	41571299	+	8492	protein_coding	jade family PHD finger 1 [Source:MGI Symbol;Acc:MGI:1925835]	-
ENSMUSG00000001910	2410	2670	2467	2101	2417	2344	2583	2561	Nacc1	8	85397108	85414531	-	4673	protein_coding	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]	-
ENSMUSG00000038845	1831	2231	2098	1882	3153	3000	2906	2443	Phb	11	95557783	95571599	+	2805	protein_coding	prohibitin [Source:MGI Symbol;Acc:MGI:97572]	-
ENSMUSG00000021549	2705	3009	3080	2667	2006	1836	2040	2198	Rasa1	13	85362899	85437249	-	7320	protein_coding	RAS p21 protein activator 1 [Source:MGI Symbol;Acc:MGI:97860]	-
ENSMUSG00000039100	2122	2364	2186	1788	2706	2704	2837	2832	Marchf6	15	31456037	31531199	-	9174	protein_coding	membrane associated ring-CH-type finger 6 [Source:MGI Symbol;Acc:MGI:2442773]	-
ENSMUSG00000039202	2340	2584	2450	2093	1994	1997	3000	3075	Abhd2	7	78922947	79015256	+	10573	protein_coding	abhydrolase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914344]	-
ENSMUSG00000025579	2269	2735	2883	2344	2079	2139	2549	2528	Gaa	11	119158713	119176280	+	4783	protein_coding	glucosidase, alpha, acid [Source:MGI Symbol;Acc:MGI:95609]	-
ENSMUSG00000028552	1573	1835	1886	1550	2912	2750	3203	3816	Eps15	4	109137465	109245014	+	6931	protein_coding	epidermal growth factor receptor pathway substrate 15 [Source:MGI Symbol;Acc:MGI:104583]	-
ENSMUSG00000014077	2421	2594	3101	2513	2036	1802	2438	2604	Chp1	2	119378178	119417508	+	3499	protein_coding	calcineurin-like EF hand protein 1 [Source:MGI Symbol;Acc:MGI:1927185]	-
ENSMUSG00000020091	2370	2637	2223	1915	2412	2468	2763	2709	Eif4ebp2	10	61264270	61288440	-	5784	protein_coding	eukaryotic translation initiation factor 4E binding protein 2 [Source:MGI Symbol;Acc:MGI:109198]	-
ENSMUSG00000020074	1942	2180	2062	1602	2842	2878	2663	3304	Ccar1	10	62579707	62628065	-	10562	protein_coding	cell division cycle and apoptosis regulator 1 [Source:MGI Symbol;Acc:MGI:1914750]	-
ENSMUSG00000030782	2921	3622	3106	2760	1532	1724	1805	1981	Tgfb1i1	7	127845984	127854871	+	5585	protein_coding	transforming growth factor beta 1 induced transcript 1 [Source:MGI Symbol;Acc:MGI:102784]	-
ENSMUSG00000079562	2387	2807	2564	2345	2244	2326	2394	2380	Maea	5	33492853	33530640	+	2629	protein_coding	macrophage erythroblast attacher [Source:MGI Symbol;Acc:MGI:1891748]	-
ENSMUSG00000020823	1794	2100	1897	1567	2937	2962	3026	3147	Sec14l1	11	117005994	117050094	+	7176	protein_coding	SEC14-like lipid binding 1 [Source:MGI Symbol;Acc:MGI:1921386]	-
ENSMUSG00000024665	2031	2422	2541	2088	2703	2629	2405	2595	Fads2	19	10040129	10079110	-	3295	protein_coding	fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079]	-
ENSMUSG00000008136	2581	3018	3202	2543	2103	2376	1742	1809	Fhl2	1	43162234	43236144	-	1897	protein_coding	four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762]	-
ENSMUSG00000020929	2234	2318	1933	1746	2588	2734	2898	2923	Eftud2	11	102729299	102771811	-	8395	protein_coding	elongation factor Tu GTP binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1336880]	-
ENSMUSG00000047714	2595	2919	3113	2663	1916	1887	1994	2286	Ppp1r2	16	31070355	31094095	-	4440	protein_coding	protein phosphatase 1, regulatory inhibitor subunit 2 [Source:MGI Symbol;Acc:MGI:1914099]	-
ENSMUSG00000021279	3265	3841	3606	2983	1256	1350	1526	1530	Cdc42bpb	12	111259410	111344152	-	7375	protein_coding	CDC42 binding protein kinase beta [Source:MGI Symbol;Acc:MGI:2136459]	-
ENSMUSG00000022994	2616	2961	2866	2242	2074	2009	2356	2224	Adcy6	15	98487854	98507957	-	6782	protein_coding	adenylate cyclase 6 [Source:MGI Symbol;Acc:MGI:87917]	-
ENSMUSG00000066979	2056	2261	2274	1854	2376	2201	3183	3138	Bub3	7	131161951	131173624	+	7006	protein_coding	BUB3 mitotic checkpoint protein [Source:MGI Symbol;Acc:MGI:1343463]	-
ENSMUSG00000002017	1853	2043	2007	1697	2579	2666	3139	3353	Fam98a	17	75844081	75858941	-	3564	protein_coding	family with sequence similarity 98, member A [Source:MGI Symbol;Acc:MGI:1919972]	-
ENSMUSG00000074886	2052	2225	1714	1595	2849	3002	2961	2938	Grk6	13	55592885	55608740	+	4202	protein_coding	G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078]	-
ENSMUSG00000032293	2213	2421	2366	2037	2577	2477	2474	2763	Ireb2	9	54771073	54819814	+	9479	protein_coding	iron responsive element binding protein 2 [Source:MGI Symbol;Acc:MGI:1928268]	-
ENSMUSG00000030201	2549	2802	2690	2166	2394	2221	2258	2211	Lrp6	6	134423439	134543928	-	13672	protein_coding	low density lipoprotein receptor-related protein 6 [Source:MGI Symbol;Acc:MGI:1298218]	-
ENSMUSG00000036990	2826	3067	2803	2347	1934	1795	2161	2350	Otud4	8	80366247	80404353	+	8096	protein_coding	OTU domain containing 4 [Source:MGI Symbol;Acc:MGI:1098801]	-
ENSMUSG00000028284	2195	2532	2966	2454	1998	1999	2341	2791	Map3k7	4	31964097	32023467	+	6423	protein_coding	mitogen-activated protein kinase kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346877]	-
ENSMUSG00000030603	1973	2144	2126	1745	2812	2780	2909	2779	Psmc4	7	27741132	27749526	-	2163	protein_coding	proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:MGI Symbol;Acc:MGI:1346093]	-
ENSMUSG00000024664	2462	2982	2658	2085	2129	2338	2250	2356	Fads3	19	10018933	10037474	+	3792	protein_coding	fatty acid desaturase 3 [Source:MGI Symbol;Acc:MGI:1928740]	-
ENSMUSG00000034297	2414	2544	2457	2117	2191	2256	2558	2712	Med13	11	86157859	86248428	-	10840	protein_coding	mediator complex subunit 13 [Source:MGI Symbol;Acc:MGI:3029632]	-
ENSMUSG00000008690	1598	1908	1687	1525	2999	2930	3270	3315	Ncaph2	15	89239922	89257029	+	4198	protein_coding	non-SMC condensin II complex, subunit H2 [Source:MGI Symbol;Acc:MGI:1289164]	-
ENSMUSG00000041548	1883	2287	1888	1624	3099	3217	2550	2673	Hspb8	5	116546550	116560923	-	1950	protein_coding	heat shock protein 8 [Source:MGI Symbol;Acc:MGI:2135756]	-
ENSMUSG00000037058	1862	2069	2379	2003	2518	2431	2871	3063	Paip2	18	35731670	35750240	+	3541	protein_coding	polyadenylate-binding protein-interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915119]	-
ENSMUSG00000020330	1873	2120	1704	1390	2247	2120	3547	4194	Hmmr	11	40592222	40624249	-	5431	protein_coding	hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]	-
ENSMUSG00000032612	2153	2514	2652	2277	2271	2368	2564	2395	Usp4	9	108225052	108269744	+	8628	protein_coding	ubiquitin specific peptidase 4 (proto-oncogene) [Source:MGI Symbol;Acc:MGI:98905]	-
ENSMUSG00000023118	2217	2580	2294	1881	2411	2526	2592	2692	Sympk	7	18758302	18788543	+	10534	protein_coding	symplekin [Source:MGI Symbol;Acc:MGI:1915438]	-
ENSMUSG00000024817	1775	2052	1922	1523	2859	2531	3211	3319	Uhrf2	19	30007913	30071122	+	8590	protein_coding	ubiquitin-like, containing PHD and RING finger domains 2 [Source:MGI Symbol;Acc:MGI:1923718]	-
ENSMUSG00000004356	2103	2505	2263	1778	2864	3090	2210	2369	Utp20	10	88582469	88662666	-	10199	protein_coding	UTP20 small subunit processome component [Source:MGI Symbol;Acc:MGI:1917933]	-
ENSMUSG00000031490	2004	2322	1944	1675	2834	2996	2630	2761	Eif4ebp1	8	27750357	27766702	+	2196	protein_coding	eukaryotic translation initiation factor 4E binding protein 1 [Source:MGI Symbol;Acc:MGI:103267]	-
ENSMUSG00000031749	2515	2819	3145	2631	1841	1870	2025	2314	St3gal2	8	111646554	111699112	+	5041	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:99427]	-
ENSMUSG00000020532	1976	2367	1832	1469	3021	2813	2750	2931	Acaca	11	84020498	84292477	+	17074	protein_coding	acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451]	-
ENSMUSG00000049354	2083	2505	2531	2147	2362	2263	2621	2643	Dcaf7	11	105927698	105950150	+	6133	protein_coding	DDB1 and CUL4 associated factor 7 [Source:MGI Symbol;Acc:MGI:1919083]	-
ENSMUSG00000001761	2144	2446	2034	1796	2813	2864	2555	2485	Smo	6	29735502	29761364	+	5621	protein_coding	smoothened, frizzled class receptor [Source:MGI Symbol;Acc:MGI:108075]	-
ENSMUSG00000028792	1930	2004	1826	1486	2749	2865	3173	3102	Ak2	4	128885751	128905322	+	2140	protein_coding	adenylate kinase 2 [Source:MGI Symbol;Acc:MGI:87978]	-
ENSMUSG00000017677	2512	2639	2662	2207	2015	1987	2375	2737	Wsb1	11	79130198	79145497	-	3987	protein_coding	WD repeat and SOCS box-containing 1 [Source:MGI Symbol;Acc:MGI:1926139]	-
ENSMUSG00000067194	2107	2464	2070	1598	2701	2933	2597	2632	Eif1ax	X	158155174	158172924	+	5266	protein_coding	eukaryotic translation initiation factor 1A, X-linked [Source:MGI Symbol;Acc:MGI:1913485]	-
ENSMUSG00000024960	2096	2605	2583	2168	2194	2173	2588	2694	Plcb3	19	6929693	6953838	-	6960	protein_coding	phospholipase C, beta 3 [Source:MGI Symbol;Acc:MGI:104778]	-
ENSMUSG00000019432	1885	1990	1840	1561	2943	3175	2758	2929	Ddx39b	17	35460722	35472683	+	3783	protein_coding	DEAD box helicase 39b [Source:MGI Symbol;Acc:MGI:99240]	-
ENSMUSG00000037236	1923	2256	1975	1655	2857	3077	2566	2764	Matr3	18	35695191	35726888	+	10158	protein_coding	matrin 3 [Source:MGI Symbol;Acc:MGI:1298379]	-
ENSMUSG00000025224	1937	2221	1898	1708	2436	2490	3068	3305	Gbf1	19	46140948	46274949	+	10855	protein_coding	golgi-specific brefeldin A-resistance factor 1 [Source:MGI Symbol;Acc:MGI:1861607]	-
ENSMUSG00000025666	2655	2960	2395	2045	2340	2436	1989	2234	Tmem47	X	80114304	80141478	+	4025	protein_coding	transmembrane protein 47 [Source:MGI Symbol;Acc:MGI:2177570]	-
ENSMUSG00000032553	2239	2649	2138	1903	2252	2414	2896	2541	Srprb	9	103065231	103079336	-	4287	protein_coding	signal recognition particle receptor, B subunit [Source:MGI Symbol;Acc:MGI:102964]	-
ENSMUSG00000029076	2212	2602	2615	2099	2321	2469	2369	2337	Sdf4	4	156077329	156098067	+	6115	protein_coding	stromal cell derived factor 4 [Source:MGI Symbol;Acc:MGI:108079]	-
ENSMUSG00000032349	2047	2272	2019	1822	2498	2586	2839	2940	Elovl5	9	77824646	77891801	+	3522	protein_coding	ELOVL family member 5, elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:1916051]	-
ENSMUSG00000019942	1974	2540	1813	1587	2121	2075	3274	3632	Cdk1	10	69170976	69188768	-	4934	protein_coding	cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351]	-
ENSMUSG00000024283	2211	2276	2052	1800	2514	2642	2721	2800	Wac	18	7868832	7929028	+	5919	protein_coding	WW domain containing adaptor with coiled-coil [Source:MGI Symbol;Acc:MGI:2387357]	-
ENSMUSG00000047213	2024	2288	2438	1873	2421	2320	2713	2937	Ythdf3	3	16237376	16271201	+	5363	protein_coding	YTH N6-methyladenosine RNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1918850]	-
ENSMUSG00000063480	1322	1563	1335	1047	3280	3733	2983	3744	Snu13	15	81924726	81931799	-	2924	protein_coding	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:893586]	-
ENSMUSG00000038965	2087	2374	2111	1865	2481	2513	2597	2979	Ube2l3	16	16969877	17020513	-	5841	protein_coding	ubiquitin-conjugating enzyme E2L 3 [Source:MGI Symbol;Acc:MGI:109240]	-
ENSMUSG00000028161	1995	2145	2360	1902	2222	2157	2930	3286	Ppp3ca	3	136375885	136643488	+	9981	protein_coding	protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]	-
ENSMUSG00000022505	2352	2610	2148	1760	2591	2835	2188	2511	Emp2	16	10099613	10131832	-	8644	protein_coding	epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726]	-
ENSMUSG00000002981	2466	2760	2481	2161	1949	2182	2344	2650	Clptm1	7	19365496	19398958	-	6210	protein_coding	cleft lip and palate associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1927155]	-
ENSMUSG00000028149	2608	3016	2699	2195	2165	2145	1920	2238	Rap1gds1	3	138631663	138780962	-	7559	protein_coding	RAP1, GTP-GDP dissociation stimulator 1 [Source:MGI Symbol;Acc:MGI:2385189]	-
ENSMUSG00000024803	3940	4318	4746	3823	586	589	417	557	Ankrd1	19	36089361	36097499	-	2886	protein_coding	ankyrin repeat domain 1 (cardiac muscle) [Source:MGI Symbol;Acc:MGI:1097717]	-
ENSMUSG00000028053	2422	2504	2172	1822	2379	2184	2584	2906	Ash1l	3	88857929	88986682	+	14838	protein_coding	ASH1 like histone lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2183158]	-
ENSMUSG00000031545	2460	2734	2263	1878	2514	2392	2389	2330	Gpat4	8	23661281	23698362	-	6682	protein_coding	glycerol-3-phosphate acyltransferase 4 [Source:MGI Symbol;Acc:MGI:2142716]	-
ENSMUSG00000039000	1921	2343	1971	1644	2760	2810	2725	2784	Ube3c	5	29774240	29881090	+	9544	protein_coding	ubiquitin protein ligase E3C [Source:MGI Symbol;Acc:MGI:2140998]	-
ENSMUSG00000079426	2398	2631	3024	2365	2104	2123	2140	2147	Arpc4	6	113355076	113367409	+	2321	protein_coding	actin related protein 2/3 complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1915339]	-
ENSMUSG00000036333	3351	3786	3996	3281	975	940	1301	1298	Kidins220	12	25024924	25113151	+	8669	protein_coding	kinase D-interacting substrate 220 [Source:MGI Symbol;Acc:MGI:1924730]	-
ENSMUSG00000039159	2097	2571	2962	2460	2010	1972	2463	2392	Ube2h	6	30211288	30304538	-	4780	protein_coding	ubiquitin-conjugating enzyme E2H [Source:MGI Symbol;Acc:MGI:104632]	-
ENSMUSG00000020936	1925	2290	2362	1987	2489	2609	2386	2873	Nmt1	11	102919016	102959738	+	5017	protein_coding	N-myristoyltransferase 1 [Source:MGI Symbol;Acc:MGI:102579]	-
ENSMUSG00000046062	2277	2519	2124	1600	2667	2739	2260	2734	Ppp1r15b	1	133058881	133067521	+	5594	protein_coding	protein phosphatase 1, regulatory subunit 15B [Source:MGI Symbol;Acc:MGI:2444211]	-
ENSMUSG00000020132	2517	2781	3109	2634	1824	1830	2005	2213	Rab21	10	115122989	115151499	-	5047	protein_coding	RAB21, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894308]	-
ENSMUSG00000022094	2425	2805	2425	2043	2050	2109	2475	2577	Slc39a14	14	70540918	70588874	-	10550	protein_coding	solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]	-
ENSMUSG00000026499	2078	2390	2301	1809	2432	2496	2611	2788	Acbd3	1	180553608	180581769	+	6780	protein_coding	acyl-Coenzyme A binding domain containing 3 [Source:MGI Symbol;Acc:MGI:2181074]	-
ENSMUSG00000041870	2248	2776	2501	2143	2008	1992	2649	2586	Ankrd13a	5	114912738	114944261	+	5983	protein_coding	ankyrin repeat domain 13a [Source:MGI Symbol;Acc:MGI:1915670]	-
ENSMUSG00000020592	2778	3272	3610	3199	1420	1381	1727	1516	Sdc1	12	8821323	8843715	+	3809	protein_coding	syndecan 1 [Source:MGI Symbol;Acc:MGI:1349162]	-
ENSMUSG00000038780	2518	2867	3112	2766	1660	1692	2019	2242	Smurf1	5	144813305	144902657	-	6336	protein_coding	SMAD specific E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1923038]	-
ENSMUSG00000005034	2141	2425	2522	2294	2182	2180	2308	2823	Prkacb	3	146435329	146518745	-	8772	protein_coding	protein kinase, cAMP dependent, catalytic, beta [Source:MGI Symbol;Acc:MGI:97594]	-
ENSMUSG00000029207	2601	2801	2764	2270	1976	1993	2142	2326	Apbb2	5	66456046	66776127	-	10966	protein_coding	amyloid beta (A4) precursor protein-binding, family B, member 2 [Source:MGI Symbol;Acc:MGI:108405]	-
ENSMUSG00000021820	3007	3311	3009	2613	1616	1581	1810	1923	Camk2g	14	20784943	20844156	-	6401	protein_coding	calcium/calmodulin-dependent protein kinase II gamma [Source:MGI Symbol;Acc:MGI:88259]	-
ENSMUSG00000038612	2745	3142	3084	2715	1675	1876	1780	1852	Mcl1	3	95566099	95570487	+	3418	protein_coding	myeloid cell leukemia sequence 1 [Source:MGI Symbol;Acc:MGI:101769]	-
ENSMUSG00000040720	2131	2396	2338	2034	2252	2271	2621	2821	Virma	4	11485958	11550684	+	7138	protein_coding	vir like m6A methyltransferase associated [Source:MGI Symbol;Acc:MGI:1913435]	-
ENSMUSG00000040462	2551	2752	2958	2484	1977	1997	2014	2111	Os9	10	126931519	126957000	-	2629	protein_coding	amplified in osteosarcoma [Source:MGI Symbol;Acc:MGI:1924301]	-
ENSMUSG00000042133	1603	1740	1720	1518	3088	3110	2999	3065	Ppig	2	69552889	69584356	+	8122	protein_coding	peptidyl-prolyl isomerase G (cyclophilin G) [Source:MGI Symbol;Acc:MGI:2445173]	-
ENSMUSG00000029634	2205	2519	2638	2174	2035	1935	2776	2549	Rnf6	5	146146002	146158365	-	4022	protein_coding	ring finger protein (C3H2C3 type) 6 [Source:MGI Symbol;Acc:MGI:1921382]	-
ENSMUSG00000024953	2639	2969	3093	2509	1838	1783	1959	2035	Prdx5	19	6884065	6887474	-	2139	protein_coding	peroxiredoxin 5 [Source:MGI Symbol;Acc:MGI:1859821]	-
ENSMUSG00000067851	2285	2545	2276	1869	2460	2257	2348	2757	Arfgef1	1	10207796	10302895	-	11318	protein_coding	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited) [Source:MGI Symbol;Acc:MGI:2442988]	-
ENSMUSG00000020484	2310	2648	2082	1837	2596	2733	2166	2419	Xbp1	11	5470659	5475893	+	3248	protein_coding	X-box binding protein 1 [Source:MGI Symbol;Acc:MGI:98970]	TF_bZIP
ENSMUSG00000019951	2252	2553	2485	2105	2230	2141	2387	2636	Uhrf1bp1l	10	89580853	89655733	+	9235	protein_coding	UHRF1 (ICBP90) binding protein 1-like [Source:MGI Symbol;Acc:MGI:2442888]	-
ENSMUSG00000012535	2147	2442	2263	1978	2463	2343	2535	2615	Tnpo3	6	29540826	29609886	-	13100	protein_coding	transportin 3 [Source:MGI Symbol;Acc:MGI:1196412]	-
ENSMUSG00000037234	2341	2594	2610	2097	2180	2105	2272	2578	Hook3	8	26511449	26609252	-	28486	protein_coding	hook microtubule tethering protein 3 [Source:MGI Symbol;Acc:MGI:2443554]	-
ENSMUSG00000024054	1846	1982	1618	1387	2710	2742	3053	3437	Smchd1	17	71651484	71782338	-	19982	protein_coding	SMC hinge domain containing 1 [Source:MGI Symbol;Acc:MGI:1921605]	-
ENSMUSG00000030660	2304	2544	2729	2127	1960	1882	2368	2856	Pik3c2a	7	115936500	116042684	-	11133	protein_coding	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:MGI Symbol;Acc:MGI:1203729]	-
ENSMUSG00000030403	2765	3144	2486	2185	2017	2128	1956	2087	Vasp	7	18990854	19005742	-	2617	protein_coding	vasodilator-stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:109268]	-
ENSMUSG00000027864	1664	1854	1651	1544	3049	2894	3125	2975	Ptgfrn	3	100947548	101017594	-	10464	protein_coding	prostaglandin F2 receptor negative regulator [Source:MGI Symbol;Acc:MGI:1277114]	-
ENSMUSG00000060935	1932	2104	2087	1764	2331	2344	2974	3215	Tmem263	10	84938491	84956482	+	4014	protein_coding	transmembrane protein 263 [Source:MGI Symbol;Acc:MGI:2143652]	-
ENSMUSG00000028082	2193	2625	2474	2044	1845	1884	2806	2865	Sh3d19	3	85878416	86037833	+	9004	protein_coding	SH3 domain protein D19 [Source:MGI Symbol;Acc:MGI:1350923]	-
ENSMUSG00000021890	2509	2982	2539	2182	1911	1937	2275	2400	Eaf1	14	31216356	31231815	+	5490	protein_coding	ELL associated factor 1 [Source:MGI Symbol;Acc:MGI:1921677]	-
ENSMUSG00000050697	1877	2168	2176	1711	2570	2556	2798	2871	Prkaa1	15	5173343	5211380	+	4655	protein_coding	protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:MGI Symbol;Acc:MGI:2145955]	-
ENSMUSG00000026374	1915	2189	2089	1705	2840	2694	2617	2677	Tsn	1	118222508	118239469	-	9046	protein_coding	translin [Source:MGI Symbol;Acc:MGI:109263]	-
ENSMUSG00000001415	2167	2474	2224	1876	2374	2393	2538	2658	Smg5	3	88243567	88269645	+	6956	protein_coding	SMG5 nonsense mediated mRNA decay factor [Source:MGI Symbol;Acc:MGI:2447364]	-
ENSMUSG00000016619	1852	1938	1689	1501	3106	3014	2725	2876	Nup50	15	84807612	84827164	+	4894	protein_coding	nucleoporin 50 [Source:MGI Symbol;Acc:MGI:1351502]	-
ENSMUSG00000055319	2171	2388	2141	1850	2286	2342	2736	2780	Sec23ip	7	128346667	128386560	+	8907	protein_coding	Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915]	-
